@relation LibReaderClassificationProblem

@attribute bookname string
@attribute author string
@attribute publisher string
@attribute topic string
@attribute categorycode string
@attribute acquirecode string
@attribute lang string
@attribute Class {人文科学,自然科学,社会科学,科学技术,其他}

@data
'SQL Server 2005基础教程',迪尤逊,北京人民邮电出版社2006,关系数据库,TP311.138SQ,TP311.138SQ/D497,chi,科学技术
'SQL Server编程必知必会',福塔,北京人民邮电出版社2009,关系数据库,TP311.138SQ,TP311.138SQ/F871,chi,科学技术
构建高性能可扩展ASP.NET网站,基斯格,北京人民邮电出版社2011,网页,TP393.092,TP393.092/J474,chi,科学技术
C和指针,里科,北京人民邮电出版社2003,C语言,TP312C,TP312C/L442-1,chi,科学技术
深入解析C#,斯基特,北京人民邮电出版社2010,C语言,TP312C,TP312C/S444.1,chi,科学技术
C#图解教程,索利斯,北京人民邮电出版社2009,C语言,TP312C-43,TP312C-43/S875,chi,科学技术
.Net单元测试艺术,奥舍罗夫,北京清华大学出版社2012,开发工具,TP393.092,TP393.092/A773,chi,科学技术
'精通ASP.NET Web程序测试',麦克怀特,北京清华大学出版社2011,主页制作,TP393.092,TP393.092/M144.5,chi,科学技术
亮剑ASP.NET项目开发案例导航,丁士锋,北京电子工业出版社2012,'网页制作工具, ASP.NET',TP393.092,TP393.092/D467.2-1,chi,科学技术
ppk谈JavaScript,科克,北京人民邮电出版社2008,JAVA语言,TP312JA,TP312JA/K242,chi,科学技术
深入浅出Ajax,麦克劳克林,南京东南大学出版社2008,计算机网络,TP393.09,TP393.09/M144,chi,科学技术
'C# 4.0图解教程',索利斯,北京人民邮电出版社2011,C语言,TP312C,TP312C/S875,chi,科学技术
精通.NET企业项目开发,阿金,北京清华大学出版社2011,主页制作,TP393.092,TP393.092/A445,chi,科学技术
ASP.NET第一步,朱晔,北京清华大学出版社2007,'网页制作工具, ASP.NET',TP393.092,TP393.092/Z389.0,chi,科学技术
'ASP.NET 3.5入门经典',斯帕恩哈尔斯,北京清华大学出版社2008,网页制作,TP393.092,TP393.092/S461-1,chi,科学技术
你必须知道的.NET,王涛,北京电子工业出版社2008,计算机网络,TP393.09,TP393.09/W167.0,chi,科学技术
'ASP.NET 4高级编程',伊夫杰,北京清华大学出版社2010,主页制作,TP393.092,TP393.092/Y428-2,chi,科学技术
Ajax实战实例详解,克兰,北京人民邮电出版社2008,计算机网络,TP393.09,TP393.09/K251-1,chi,科学技术
'Effective C#中文版','瓦格纳,',北京人民邮电出版社2007,C语言,TP312C,TP312C/W132,chi,科学技术
正则表达式必知必会,福尔塔,北京人民邮电出版社2007,正则表达式,TP301.2,TP301.2/F826,chi,科学技术
'ASP.NET 2.0典型项目开发',杨云,北京人民邮电出版社2007,'网页制作工具, ASP.NET 2.0',TP393.092,TP393.092/Y169.01-1,chi,科学技术
写给大家看的面向对象编程书,韦森菲尔德,北京人民邮电出版社2009,面向对象语言,TP312,TP312/W247,chi,科学技术
C#基础教程,格罗斯,北京人民邮电出版社2010,C语言,TP312C,TP312C/G258,chi,科学技术
高性能JavaScript,扎卡斯,北京电子工业出版社2010,JAVA语言,TP312JA,TP312JA/Z314.7,chi,科学技术
精通CSS与HTML设计模式,鲍尔斯,北京人民邮电出版社2008,网页制作,TP393.092,TP393.092/B172.1,chi,科学技术
精通JavaScript动态网页编程,王润森,北京人民邮电出版社2007,JAVA语言,TP312JA,TP312JA/W166.7,chi,科学技术
Ajax完全手册,鲍威尔,北京电子工业出版社2009,计算机网络,TP393.09,TP393.09/B178,chi,科学技术
高等数学辅导·习题详解,马志敏,汕头汕头大学出版社2008,高等数学,O13-42,O13-42/M195-1,chi,自然科学
JavaScript入门经典,威尔顿,北京清华大学出版社2009,JAVA语言,TP312JA,TP312JA/W242.1,chi,科学技术
'精通ASP.NET 2.0数据绑定技术',刘亮亮,北京人民邮电出版社2008,'网页制作工具, ASP.NET 2.0',TP393.092,TP393.092/L485.51,chi,科学技术
JavaScript权威指南,弗拉纳根,北京机械工业出版社2007,JAVA语言,TP312JA,TP312JA/F851-4,chi,科学技术
JavaScript王者归来,月影,北京清华大学出版社2008,'JAVA 语言',TP312JA,TP312JA/Y829.0,chi,科学技术
JavaScript动态网页开发详解,杨水清,北京电子工业出版社2008,网页制作工具,TP393.092,TP393.092/Y167.6,chi,科学技术
'ASP.NET 2.0 AJAX入门经典',麦克卢尔,北京清华大学出版社2008,网页制作工具,TP393.092,TP393.092/M144.1,chi,科学技术
数据结构,朱战立,北京电子工业出版社2009,数据结构,TP311.12,TP311.12/Z389.5-2,chi,科学技术
篇章记忆,李百元,西安世界图书出版西安公司2008,大学英语水平考试,H319.4,H319.4/L419.2,chieng,人文科学
'ASP.NET 2.0(C#)应用开发技术与典型实例',许宾,北京清华大学出版社2008,主页制作,TP393.092,TP393.092/X810,chi,科学技术
'ASP.NET Ajax网站开发从入门到精通',黄桂金,北京清华大学出版社2008,'网页制作工具, ASP.NET',TP393.092,TP393.092/H963.4,chi,科学技术
ASP开发典型模块大全,明日科技,北京人民邮电出版社2009,网页制作,TP393.092,TP393.092/M644-4,chi,科学技术
'精通ASP.NET 3.5典型模块开发',刘基林,北京人民邮电出版社2008,'网页制作工具, ASP.NET 3.5',TP393.092,TP393.092/L484.5,chi,科学技术
'精通ASP.NET 2.0的Web 2.0应用',郑耀东,北京人民邮电出版社2007,'网页制作工具, ASP.NET',TP393.092,TP393.092/Z326.92,chi,科学技术
高等数学附册学习辅导与习题选解,同济大学,北京高等教育出版社2007,高等数学,O13-42,O13-42/T429.79,chi,自然科学
C语言程序设计,武雅丽,北京清华大学出版社2009,C语言,TP312C,TP312C/W895,chi,科学技术
'ASP + SQL Server典型网站建设案例',顼宇峰,北京清华大学出版社2006,计算机网络,TP393.09,TP393.09/X892,chi,科学技术
'SQL Server 2005中文版基础教程',黄开枝,北京清华大学出版社2007,关系数据库,TP311.138SQ,TP311.138SQ/H964.9,chi,科学技术
'ASP.NET 2.0数据库入门经典','考夫曼,',北京清华大学出版社2007,网页制作,TP393.092,TP393.092/K172,chi,科学技术
非常容易,导向科技,北京人民邮电出版社2006,微型计算机,TP360.5,TP360.5/D944-1,chi,科学技术
C语言程序设计例题与习题,齐幼菊,北京科学出版社2003,计算机语言,TP312C-43,TP312C-43/Q494,chi,科学技术
HTML完全使用详解,黄斯伟,北京人民邮电出版社2006,超文本标记语言,TP312HT,TP312HT/H967.8,chi,科学技术
网站搜索设计,瑟罗,北京人民邮电出版社2011,主页制作,TP393.092,TP393.092/S258,chi,科学技术
修炼之道,彭文波,北京清华大学出版社2012,网站,TP393.092,TP393.092/P268.11,chi,科学技术
搜索,'梁晓涛,',武汉武汉大学出版社2013,互联网络,G254.928,G254.928/L416.97,chi,社会科学
Dreamweaver+ASP网络编程学习笔记,杨志,北京电子工业出版社2008,网页制作工具,TP393.092,TP393.092/Y169.02,chi,科学技术
流量的秘密,克利夫顿,北京人民邮电出版社2012,网站,TP393.092,TP393.092/K254.1,chi,科学技术
网络游戏运营的服务与定价策略,马燕林,北京知识产权出版社2009,计算机网络,F49,F49/M195,chi,社会科学
软件测试,乔根森,北京人民邮电出版社2011,软件,TP311.56,TP311.56/Q417,chi,科学技术
'After Effects CS3影视后期特效制作完美风暴',新视角文化行,北京人民邮电出版社2008,'图形软件, After Effects CS3',TP391.41,TP391.41/X748.39,chi,科学技术
我还有什么不能释怀,郭仲怡,武汉长江文艺出版社2012,散文集,I267,I267/G879.9,chi,人文科学
iLike职场大学生就业指导,孙更新,北京电子工业出版社2010,Java语言,TP312JA,TP312JA/S853.9-3,chi,科学技术
Java毕业设计指南与项目实践,孙更新,北京科学出版社2008,JAVA语言,TP312JA,TP312JA/S853.9,chi,科学技术
现代物流信息技术,王道平,北京北京大学出版社2010,物流,F253.9,F253.9/W162.6,chi,社会科学
抗日战争的细节,魏风华,南京江苏文艺出版社2012,抗日战争,K265.06,K265.06/W242.3,chi,人文科学
罗马探秘,奥贾斯,北京中共中央党校出版社2012,历史,K546.09,K546.09/A744,chi,人文科学
游戏设计基础,亚当斯,北京机械工业出版社2009,游戏,TP311.5,TP311.5/Y121,chi,科学技术
软件测试工程师培训教程,刘德宝,北京科学出版社2009,软件测试,TP311.56,TP311.56/L482.1,chi,科学技术
'视频学Java Web',王国辉,北京人民邮电出版社2010,JAVA语言,TP312JA,TP312JA/W163.3-2,chi,科学技术
揭密J2EE项目开发的70个问题,戎伟,北京人民邮电出版社2008,JAVA语言,TP312JA,TP312JA/R768.0,chi,科学技术
金三角毒枭风云,尹锋,北京中国铁道出版社2012,纪实文学,I253.7,I253.7/Y452.0,chi,人文科学
C程序设计伴侣,陈良乔,北京人民邮电出版社2012,C语言,TP312C,TP312C/C325.56,chi,科学技术
Java第一步,胡书敏,北京清华大学出版社2009,JAVA语言,TP312JA,TP312JA/H875,chi,科学技术
大道至简,周爱民,北京电子工业出版社2012,软件工程,TP311.5,TP311.5/Z378.15-1,chi,科学技术
'未来,未曾来',连谏,北京新世界出版社2010,随笔,I267,I267/L415.40-1,chi,人文科学
数据结构与算法分析,荣政,西安西安电子科技大学出版社2012,数据结构,TP311.12,TP311.12/R769.0,chi,科学技术
智慧的云计算,朱近之,北京电子工业出版社2010,计算机网络,TP393,TP393/Z384.91,chi,科学技术
销售大师之杰弗里·吉特默销售思想精读全集,金跃军,北京中华工商联合出版社2012,销售学,F713.3,F713.3/J459.4,chi,社会科学
'Visual C#学习笔记',缪勇,北京电子工业出版社2008,C语言,TP312C,TP312C/M417.90,chi,科学技术
黑客日记,付慧青,山东山东电子音像出版社2005,计算机网络,TP393.08,TP393.08/F836,chieng,科学技术
新编IT经济学,邱力生,北京清华大学出版社2010,信息经济学,F062.5,F062.5/Q485.7-1,chi,社会科学
C语言编程之道,刘彬彬,北京人民邮电出版社2011,C语言,TP312C,TP312C/L481.1-1,chi,科学技术
JUnit实战,塔凯文,北京人民邮电出版社2012,JAVA语言,TP312JA,TP312JA/T141,chi,科学技术
'Dreamweaver 8完美网页制作基础、实例与技巧',腾飞科技,北京人民邮电出版社2007,主页制作,TP393.092,TP393.092/T244-2,chi,科学技术
软件工程习题与解答,李代平,北京清华大学出版社2007,软件工程,TP311.5-42,TP311.5-42/L426,chi,科学技术
21天学通Java,庞永庆,北京电子工业出版社2009,JAVA语言,TP312JA,TP312JA/P169.6-1,chi,科学技术
Java程序员职场全攻略,吴亚峰,北京电子工业出版社2010,JAVA语言,TP312JA,TP312JA/W892-2,chi,科学技术
'Dreamweaver 8网页设计与热门网站制作',何秀明,北京电子工业出版社2007,'网页制作工具, Dreamweaver 8',TP393.092,TP393.092/H295,chi,科学技术
'新手学C# 3.0',希尔特,北京清华大学出版社2010,C语言,TP312C,TP312C/X426-3,chi,科学技术
视频学ASP.NET,房大伟,北京人民邮电出版社2010,主页,TP393.092,TP393.092/F162.8-1,chi,科学技术
HTML+CSS开发指南,刘智勇,北京人民邮电出版社2007,超文本标记语言,TP312HT,TP312HT/L489.9,chi,科学技术
'Java web整合开发与项目实战',徐明华,北京人民邮电出版社2009,计算机网络,TP393.092,TP393.092/X853,chi,科学技术
'Ubuntu Linux从入门到精通',郝铃,北京科学出版社北京科海电子出版社2009,Linux操作系统,TP316.81,TP316.81/H175.0,chi,科学技术
大话云计算,郎为民,北京人民邮电出版社2012,计算机网络,TP393,TP393/L168.5-1,chi,科学技术
JavaScript完全自学手册,胡添,北京机械工业出版社2009,Java语言,TP312JA-62,TP312JA-62/H870,chi,科学技术
Linux从入门到精通,刘忆智,北京清华大学出版社2010,Linux操作系统,TP316.89,TP316.89/L489.9,chi,科学技术
培根论人生,'培根,',上海上海人民出版社2002,'培根,',B561.21-53,B561.21-53/P243,chieng,人文科学
理想国,柏拉图,北京中国社会科学出版社2009,古希腊罗马哲学,B502.232,B502.232/B751-28,chi,人文科学
笛卡尔的智慧,笛卡尔,北京中国电影出版社2007,笛卡尔,B565.21,B565.21/D441-4,chi,人文科学
柏拉图的智慧,柏拉图,北京中国电影出版社2007,'柏拉图,',B502.232,B502.232/B751-32,chi,人文科学
JSP数据库系统开发案例精选,王国辉,北京人民邮电出版社2006,'网页制作工具, JSP',TP393.092,TP312/W163.3,chi,科学技术
JSP项目开发全程实录,周桓,北京清华大学出版社2008,JAVA语言,TP312JA,TP312JA/Z378.30,chi,科学技术
情到深处即为诗,纳兰秋,北京中国国际广播出版社2008,诗歌,I207.22,I207.22/N156,chi,人文科学
'Java EE Web编程',李芝兴,北京机械工业出版社2008,JAVA语言,TP312JA,TP312JA/L499-1,chi,科学技术
Delphi数据库通用模块及典型系统开发实例导航,周新会,北京人民邮电出版社2006,'软件工具, Delphi',TP311.56,TP311.56/Z378.93,chi,科学技术
Java程序员生存手册,张京,北京人民邮电出版社2010,JAVA语言,TP312JA,TP312JA/Z316.40,chi,科学技术
视频学Java,张振坤,北京人民邮电出版社2010,JAVA语言,TP312,TP312/Z316.94,chi,科学技术
21天学通C语言,琼斯,北京人民邮电出版社2003,C语言,TP312C,TP312C/Q476,chi,科学技术
精通Java网络编程,汪晓平,北京清华大学出版社2009,JAVA语言,TP312JA,TP312JA/W169.6,chi,科学技术
深入浅出,唐汉明,北京人民邮电出版社2008,关系数据库,TP311.138SQ,null,chi,科学技术
MySQL必知必会,福塔,北京人民邮电出版社2009,关系数据库,TP311.138SQ,TP311.138SQ/F871-1,chi,科学技术
JavaScript基础与实例教程,陈会安,北京中国电力出版社2007,JAVA语言,TP312JA,TP312JA/C325.31,chi,科学技术
Eclipse开发学习笔记,林建素,北京电子工业出版社2008,'软件工具, Eclipse',TP311.56,TP311.56/L454.7,chi,科学技术
HTML与CSS网站设计实践之旅,劳埃德,北京人民邮电出版社2008,超文本标记语言,TP312HT,TP312HT/L171,chi,科学技术
'Tomcat与Java Web开发技术详解','孙卫琴,',北京电子工业出版社2009,Java语言,TP312JA,TP312JA/S858.6-3,chi,科学技术
正品三国,'天行键,',石家庄花山文艺出版社2006,《三国演义》研究,I207.413,I207.413/T415.94,chi,人文科学
'Java Web开发实战1200例',卢瀚,北京清华大学出版社2011,JAVA语言,TP312JA,TP312JA/L830,chi,科学技术
硅谷巨人,珀金斯,北京中国青年出版社2008,珀金斯,K837.125.38,K837.125.38/P744,chi,人文科学
'从Java走向Java EE',吴超,北京人民邮电出版社2009,JAVA语言,TP312JA,TP312JA/W810,chi,科学技术
世界上最爱你的人,采桑子,哈尔滨哈尔滨出版社2008,故事,I247.8,I247.8/C147.9,chi,人文科学
恋爱中的苏格拉底,菲利普斯,上海上海人民出版社2009,情感,B842.6,B842.6/F245.2,chi,人文科学
方与圆,何龙,北京新世界出版社2010,成功心理,B848.4,B848.4/H250.1,chi,人文科学
'Java Web应用开发教程',于静,北京北京邮电大学出版社2010,JAVA语言,TP312JA,TP312JA/Y840,chi,科学技术
Java学习手册,陈丹丹,北京电子工业出版社2011,JAVA语言,TP312JA,TP312JA/C325.22,chi,科学技术
J2ME开发精解,詹建飞,北京电子工业出版社2006,JAVA语言,TP312JA,TP312JA/Z315.42,chi,科学技术
上学记,'何兆武,',北京生活·读书·新知三联书店2006,'何兆武,',K825.81,K825.81/H298,chi,人文科学
C语言详解,亨利,北京人民邮电出版社2010,C语言,TP312C,TP312C/H265,chi,科学技术
你必须知道的261个Java语言问题,梁建全,北京人民邮电出版社2009,JAVA语言,TP312JA-44,TP312JA-44/L416.46,chi,科学技术
Java面向对象程序设计,李素若,北京化学工业出版社2010,JAVA语言,TP312JA,TP312JA/L476-1,chi,科学技术
Java程序设计学习指导与习题解答,哈伯德,北京清华大学出版社2010,JAVA语言,TP312JA,TP312JA/H117,chi,科学技术
C语言入门经典,'霍顿,',北京机械工业出版社2007,C语言,TP312C,TP312C/H872-2,chi,科学技术
'After Effects CS4案例实战从入门到精通',王红卫,北京机械工业出版社2009,'图形软件, After Effects CS4',TP391.41,TP391.41/W163.81-2,chi,科学技术
'新编Premiere Pro CS 3视频编辑入门提高与技巧',杨廷贵,北京科学出版社2008,'视频编辑软件, Premiere Pro CS 3',TP391.41,TP391.41/Y167.3,chi,科学技术
面向对象程序设计,叶乃文,北京清华大学出版社2009,面向对象语言,TP312-43,TP312-43/Y258,chi,科学技术
疯狂Java,李刚,北京人民邮电出版社2010,JAVA语言,TP312JA,TP312JA/L430-2,chi,科学技术
细说Java,梁勇,北京人民邮电出版社2010,JAVA语言,TP312JA,TP312JA/L416.90,chi,科学技术
中印现代化比较研究,李云霞,北京社会科学文献出版社2010,现代化,D61,D61/L499.1,chi,社会科学
JavaScript从入门到精通,孙强,北京清华大学出版社2008,JAVA语言,TP312JA,TP312JA/S856.0,chi,科学技术
JSP开发王,张亚飞,北京电子工业出版社2008,'JAVA 语言',TP312JA,TP312JA/Z316.92-1,chi,科学技术
'Jakarta Struts编程','卡瓦内斯,',北京中国电力出版社2005,JAVA语言,TP312JA,TP312JA/K181,chi,科学技术
精通Struts,戎伟,北京人民邮电出版社2006,JAVA语言,TP312,TP312/R768.0,chi,科学技术
Java语言与面向对象程序设计,印旻,北京清华大学出版社2007,JAVA语言,TP312JA,TP312JA/Y455.0-2,chi,科学技术
超越Java,泰特,南京东南大学出版社2007,Java语言,TP312JA,TP312JA/T147-1,chi,科学技术
PHP网络编程从入门到精通,陈营辉,北京清华大学出版社2007,PHP语言,TP312PH,TP312PH/C325.93,chi,科学技术
凡·高的激情与孤寂,晓楠,北京东方出版社2010,凡·高,K835.635.72=4,K835.635.72=4/X417.50,chi,人文科学
'Swing Hacks','马里纳奇Ama li na qi',北京清华大学出版社2007,JAVA语言,TP312JA,TP312JA/M154,chi,科学技术
